"id","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","taste"
2951,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,"bad"
2952,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,"bad"
2953,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,"bad"
2954,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,"bad"
2955,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,"good"
2956,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,"bad"
2957,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,"average"
2958,6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,"average"
2959,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,"bad"
2960,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,"good"
2961,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,"good"
2962,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,"average"
2963,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,"bad"
2964,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,"good"
2965,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,"bad"
2966,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,"good"
2967,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"average"
2968,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"average"
2969,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,"bad"
2970,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,"average"
2971,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,"bad"
2972,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,"bad"
2973,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,"average"
2974,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"average"
2975,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,"average"
2976,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,"average"
2977,6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,"average"
2978,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,"average"
2979,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,"average"
2980,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,"good"
2981,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,"good"
2982,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,"good"
2983,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,"average"
2984,6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,"average"
2985,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,"average"
2986,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"good"
2987,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"good"
2988,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"good"
2989,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,"good"
2990,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,"average"
2991,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,"good"
2992,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,"good"
2993,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,"good"
2994,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"good"
2995,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"good"
2996,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,"average"
2997,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,"good"
2998,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,"average"
2999,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,"good"
3000,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"good"
3001,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"good"
3002,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,"good"
3003,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,"good"
3004,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,"good"
3005,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,"average"
3006,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1,"average"
3007,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,"average"
3008,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,"good"
3009,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,"good"
3010,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,"average"
3011,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,"bad"
3012,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,"average"
3013,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,"average"
3014,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"average"
3015,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,"average"
3016,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,"average"
3017,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"average"
3018,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,"average"
3019,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,"good"
3020,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,"average"
3021,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,"average"
3022,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,"bad"
3023,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,"bad"
3024,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,"average"
3025,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"average"
3026,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,"good"
3027,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,"average"
3028,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,"bad"
3029,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,"average"
3030,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,"good"
3031,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,"good"
3032,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,"average"
3033,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,"bad"
3034,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,"average"
3035,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,"average"
3036,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,"good"
3037,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,"bad"
3038,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,"average"
3039,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,"average"
3040,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8,"average"
3041,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,"bad"
3042,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,"average"
3043,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,"average"
3044,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,"average"
3045,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,"average"
3046,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,"average"
3047,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4,"average"
3048,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,"bad"
3049,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,"average"
3050,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,"bad"
3051,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,"bad"
3052,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,"bad"
3053,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,"good"
3054,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,"bad"
3055,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,"average"
3056,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,"average"
3057,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,"bad"
3058,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,"bad"
3059,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,"bad"
3060,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,"average"
3061,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,"bad"
3062,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,"bad"
3063,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,"good"
3064,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,"bad"
3065,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,"bad"
3066,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,"average"
3067,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,"bad"
3068,7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,"bad"
3069,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,"average"
3070,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,"good"
3071,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,"good"
3072,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,"good"
3073,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,"average"
3074,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,"bad"
3075,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,"bad"
3076,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,"good"
3077,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,"bad"
3078,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,"bad"
3079,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,"bad"
3080,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,"bad"
3081,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,"average"
3082,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,"bad"
3083,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,"average"
3084,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,"good"
3085,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,"average"
3086,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,"average"
3087,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,"good"
3088,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,"bad"
3089,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,"average"
3090,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,"good"
3091,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,"average"
3092,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5,"average"
3093,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"average"
3094,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,"good"
3095,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,"average"
3096,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,"average"
3097,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,"good"
3098,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,"bad"
3099,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,"good"
3100,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,"good"
3101,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,"good"
3102,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,"average"
3103,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,"average"
3104,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,"good"
3105,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,"bad"
3106,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,"average"
3107,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"average"
3108,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,"average"
3109,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,"bad"
3110,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,"bad"
3111,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,"average"
3112,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,"good"
3113,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,"bad"
3114,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"average"
3115,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"average"
3116,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"average"
3117,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,"good"
3118,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,"good"
3119,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,"good"
3120,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,"bad"
3121,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,"average"
3122,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,"bad"
3123,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,"average"
3124,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,"bad"
3125,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"average"
3126,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,"bad"
3127,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,"good"
3128,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,"bad"
3129,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,"average"
3130,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,"average"
3131,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,"average"
3132,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,"bad"
3133,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,"average"
3134,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,"average"
3135,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,"average"
3136,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"average"
3137,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,"bad"
3138,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,"average"
3139,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,"average"
3140,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,"average"
3141,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"average"
3142,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,"good"
3143,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,"average"
3144,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,"bad"
3145,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"average"
3146,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"average"
3147,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"average"
3148,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,"average"
3149,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"average"
3150,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,"average"
3151,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,"average"
3152,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"average"
3153,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,"average"
3154,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,"average"
3155,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,"average"
3156,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"good"
3157,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,"bad"
3158,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"good"
3159,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,"good"
3160,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,"average"
3161,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,"average"
3162,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,"bad"
3163,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"good"
3164,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,"good"
3165,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,"average"
3166,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,"average"
3167,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,"average"
3168,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1,"good"
3169,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,"average"
3170,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,"average"
3171,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,"average"
3172,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,"average"
3173,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,"good"
3174,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,"good"
3175,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,"good"
3176,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,"average"
3177,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,"average"
3178,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,"bad"
3179,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,"average"
3180,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,"bad"
3181,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"average"
3182,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,"average"
3183,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,"bad"
3184,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,"average"
3185,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,"good"
3186,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,"average"
3187,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,"bad"
3188,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,"good"
3189,7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,"good"
3190,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,"bad"
3191,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,"good"
3192,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,"average"
3193,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,"average"
3194,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,"bad"
3195,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,"bad"
3196,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,"average"
3197,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,"good"
3198,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,"average"
3199,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,"good"
3200,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,"good"
3201,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,"good"
3202,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,"average"
3203,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,"good"
3204,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,"good"
3205,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,"bad"
3206,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,"good"
3207,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,"good"
3208,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,"average"
3209,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,"bad"
3210,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,"bad"
3211,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,"bad"
3212,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,"average"
3213,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,"bad"
3214,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,"average"
3215,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,"average"
3216,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,"average"
3217,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,"bad"
3218,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,"bad"
3219,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9,"bad"
3220,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,"good"
3221,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,"bad"
3222,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,"average"
3223,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,"average"
3224,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,"average"
3225,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,"average"
3226,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,"good"
3227,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,"average"
3228,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,"average"
3229,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,"average"
3230,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,"good"
3231,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,"average"
3232,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,"average"
3233,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,"bad"
3234,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,"average"
3235,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,"average"
3236,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,"average"
3237,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,"average"
3238,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,"good"
3239,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,"bad"
3240,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,"good"
3241,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,"average"
3242,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,"good"
3243,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,"average"
